id,display_name,category,glb_path,score,threshold,should_remove,confidence_band,reasons
css_props_cs_italy_banannagib1,Banannagib1,props,css/props/cs_italy/banannagib1.glb,0.000,1.100,0,none,
css_props_cs_italy_banannagib2,Banannagib2,props,css/props/cs_italy/banannagib2.glb,0.000,1.100,0,none,
css_props_cs_italy_it_blc_small,It Blc Small,props,css/props/cs_italy/it_blc_small.glb,0.000,1.100,0,none,
css_props_cs_italy_it_lampholder1,It Lampholder1,props,css/props/cs_italy/it_lampholder1.glb,0.000,1.100,0,none,
css_props_cs_italy_it_lampholder2,It Lampholder2,props,css/props/cs_italy/it_lampholder2.glb,0.000,1.100,0,none,
css_props_cs_italy_it_lantern1,It Lantern1,props,css/props/cs_italy/it_lantern1.glb,0.000,1.100,0,none,
css_props_cs_italy_it_lantern2,It Lantern2,props,css/props/cs_italy/it_lantern2.glb,0.000,1.100,0,none,
css_props_cs_italy_it_mkt_container1,It Mkt Container1,props,css/props/cs_italy/it_mkt_container1.glb,0.000,1.100,0,none,
css_props_cs_italy_it_mkt_container1a,It Mkt Container1A,props,css/props/cs_italy/it_mkt_container1a.glb,0.000,1.100,0,none,
css_props_cs_italy_it_mkt_container2,It Mkt Container2,props,css/props/cs_italy/it_mkt_container2.glb,0.000,1.100,0,none,
css_props_cs_italy_it_mkt_container3,It Mkt Container3,props,css/props/cs_italy/it_mkt_container3.glb,0.000,1.100,0,none,
css_props_cs_italy_it_mkt_container3a,It Mkt Container3A,props,css/props/cs_italy/it_mkt_container3a.glb,0.000,1.100,0,none,
css_props_cs_italy_it_mkt_shelf1,It Mkt Shelf1,props,css/props/cs_italy/it_mkt_shelf1.glb,0.000,1.100,0,none,
css_props_cs_italy_it_mkt_table3,It Mkt Table3,props,css/props/cs_italy/it_mkt_table3.glb,0.000,1.100,0,none,
css_props_cs_italy_it_wnda,It Wnda,props,css/props/cs_italy/it_wnda.glb,0.000,1.100,0,none,
css_props_cs_italy_it_wndb,It Wndb,props,css/props/cs_italy/it_wndb.glb,0.000,1.100,0,none,
css_props_cs_italy_it_wndc,It Wndc,props,css/props/cs_italy/it_wndc.glb,0.000,1.100,0,none,
css_props_cs_italy_it_wndc2,It Wndc2,props,css/props/cs_italy/it_wndc2.glb,0.000,1.100,0,none,
css_props_cs_italy_it_wndg,It Wndg,props,css/props/cs_italy/it_wndg.glb,0.000,1.100,0,none,
css_props_cs_italy_it_wndx1,It Wndx1,props,css/props/cs_italy/it_wndx1.glb,0.000,1.100,0,none,
css_props_cs_italy_it_wndx1open,It Wndx1Open,props,css/props/cs_italy/it_wndx1open.glb,0.000,1.100,0,none,
css_props_cs_italy_it_wndx2,It Wndx2,props,css/props/cs_italy/it_wndx2.glb,0.000,1.100,0,none,
css_props_cs_italy_it_wndx2open,It Wndx2Open,props,css/props/cs_italy/it_wndx2open.glb,0.000,1.100,0,none,
css_props_cs_italy_it_wndy1,It Wndy1,props,css/props/cs_italy/it_wndy1.glb,0.000,1.100,0,none,
css_props_cs_italy_it_wndz1,It Wndz1,props,css/props/cs_italy/it_wndz1.glb,0.000,1.100,0,none,
css_props_cs_italy_orange,Orange,props,css/props/cs_italy/orange.glb,0.000,1.100,0,none,
css_props_cs_italy_orangegib1,Orangegib1,props,css/props/cs_italy/orangegib1.glb,0.000,1.100,0,none,
css_props_cs_italy_orangegib2,Orangegib2,props,css/props/cs_italy/orangegib2.glb,0.000,1.100,0,none,
css_props_cs_italy_orangegib3,Orangegib3,props,css/props/cs_italy/orangegib3.glb,0.000,1.100,0,none,
css_props_cs_italy_winerack_small,Winerack Small,props,css/props/cs_italy/winerack_small.glb,0.000,1.100,0,none,
css_props_cs_militia_axe,Axe,props,css/props/cs_militia/axe.glb,0.000,1.100,0,none,
css_props_cs_militia_barstool01,Barstool01,props,css/props/cs_militia/barstool01.glb,0.000,1.100,0,none,
css_props_cs_militia_bathroomwallhole01_wood_broken_02,Bathroomwallhole01 Wood Broken 02,props,css/props/cs_militia/bathroomwallhole01_wood_broken_02.glb,0.000,1.100,0,none,
css_props_cs_militia_bathroomwallhole01_wood_broken_03,Bathroomwallhole01 Wood Broken 03,props,css/props/cs_militia/bathroomwallhole01_wood_broken_03.glb,0.000,1.100,0,none,
css_props_cs_militia_bathroomwallhole01_wood_broken_04,Bathroomwallhole01 Wood Broken 04,props,css/props/cs_militia/bathroomwallhole01_wood_broken_04.glb,0.000,1.100,0,none,
css_props_cs_militia_bottle01,Bottle01,props,css/props/cs_militia/bottle01.glb,0.000,1.100,0,none,
css_props_cs_militia_bottle01_breaka,Bottle01 Breaka,props,css/props/cs_militia/bottle01_breaka.glb,0.000,1.100,0,none,
css_props_cs_militia_bottle01_breakb,Bottle01 Breakb,props,css/props/cs_militia/bottle01_breakb.glb,0.000,1.100,0,none,
css_props_cs_militia_bottle02,Bottle02,props,css/props/cs_militia/bottle02.glb,0.000,1.100,0,none,
css_props_cs_militia_bottle03,Bottle03,props,css/props/cs_militia/bottle03.glb,0.000,1.100,0,none,
css_props_cs_militia_boxes_garage_lower,Boxes Garage Lower,props,css/props/cs_militia/boxes_garage_lower.glb,0.000,1.100,0,none,
css_props_cs_militia_bunkbed2,Bunkbed2,props,css/props/cs_militia/bunkbed2.glb,0.000,1.100,0,none,
css_props_cs_militia_caseofbeer01,Caseofbeer01,props,css/props/cs_militia/caseofbeer01.glb,0.000,1.100,0,none,
css_props_cs_militia_circularsaw01,Circularsaw01,props,css/props/cs_militia/circularsaw01.glb,0.000,1.100,0,none,
css_props_cs_militia_crate_extrasmallmill,Crate Extrasmallmill,props,css/props/cs_militia/crate_extrasmallmill.glb,0.000,1.100,0,none,
css_props_cs_militia_dryer,Dryer,props,css/props/cs_militia/dryer.glb,0.000,1.100,0,none,
css_props_cs_militia_fertilizer,Fertilizer,props,css/props/cs_militia/fertilizer.glb,0.000,1.100,0,none,
css_props_cs_militia_fishriver01,Fishriver01,props,css/props/cs_militia/fishriver01.glb,0.000,1.100,0,none,
css_props_cs_militia_footlocker01_closed,Footlocker01 Closed,props,css/props/cs_militia/footlocker01_closed.glb,0.000,1.100,0,none,
css_props_cs_militia_footlocker01_open,Footlocker01 Open,props,css/props/cs_militia/footlocker01_open.glb,0.000,1.100,0,none,
css_props_cs_militia_furniture_shelf01a,Furniture Shelf01A,props,css/props/cs_militia/furniture_shelf01a.glb,0.000,1.100,0,none,
css_props_cs_militia_grate,Grate,props,css/props/cs_militia/grate.glb,0.000,1.100,0,none,
css_props_cs_militia_haybale_target_02,Haybale Target 02,props,css/props/cs_militia/haybale_target_02.glb,0.000,1.100,0,none,
css_props_cs_militia_haybale_target_03,Haybale Target 03,props,css/props/cs_militia/haybale_target_03.glb,0.000,1.100,0,none,
css_props_cs_militia_light_outdoor,Light Outdoor,props,css/props/cs_militia/light_outdoor.glb,0.000,1.100,0,none,
css_props_cs_militia_light_outdoor_glass,Light Outdoor Glass,props,css/props/cs_militia/light_outdoor_glass.glb,0.000,1.100,0,none,
css_props_cs_militia_light_shop2,Light Shop2,props,css/props/cs_militia/light_shop2.glb,0.000,1.100,0,none,
css_props_cs_militia_lightfixture01,Lightfixture01,props,css/props/cs_militia/lightfixture01.glb,0.000,1.100,0,none,
css_props_cs_militia_lightfixture01_base,Lightfixture01 Base,props,css/props/cs_militia/lightfixture01_base.glb,0.000,1.100,0,none,
css_props_cs_militia_mailbox01,Mailbox01,props,css/props/cs_militia/mailbox01.glb,0.000,1.100,0,none,
css_props_cs_militia_microwave01,Microwave01,props,css/props/cs_militia/microwave01.glb,0.000,1.100,0,none,
css_props_cs_militia_militiarock05,Militiarock05,props,css/props/cs_militia/militiarock05.glb,0.000,1.100,0,none,
css_props_cs_militia_militiawindow02_breakable_chunk_01,Militiawindow02 Breakable Chunk 01,props,css/props/cs_militia/militiawindow02_breakable_chunk_01.glb,0.000,1.100,0,none,
css_props_cs_militia_militiawindow02_breakable_chunk_02,Militiawindow02 Breakable Chunk 02,props,css/props/cs_militia/militiawindow02_breakable_chunk_02.glb,0.000,1.100,0,none,
css_props_cs_militia_militiawindow02_breakable_chunk_03,Militiawindow02 Breakable Chunk 03,props,css/props/cs_militia/militiawindow02_breakable_chunk_03.glb,0.000,1.100,0,none,
css_props_cs_militia_militiawindow02_breakable_chunk_04,Militiawindow02 Breakable Chunk 04,props,css/props/cs_militia/militiawindow02_breakable_chunk_04.glb,0.000,1.100,0,none,
css_props_cs_militia_mountedfish01,Mountedfish01,props,css/props/cs_militia/mountedfish01.glb,0.000,1.100,0,none,
css_props_cs_militia_newspaperstack01,Newspaperstack01,props,css/props/cs_militia/newspaperstack01.glb,0.000,1.100,0,none,
css_props_cs_militia_oldphone01,Oldphone01,props,css/props/cs_militia/oldphone01.glb,0.000,1.100,0,none,
css_props_cs_militia_paintbucket01,Paintbucket01,props,css/props/cs_militia/paintbucket01.glb,0.000,1.100,0,none,
css_props_cs_militia_refrigerator01,Refrigerator01,props,css/props/cs_militia/refrigerator01.glb,0.000,1.100,0,none,
css_props_cs_militia_reload_bullet_tray,Reload Bullet Tray,props,css/props/cs_militia/reload_bullet_tray.glb,0.000,1.100,0,none,
css_props_cs_militia_reload_scale,Reload Scale,props,css/props/cs_militia/reload_scale.glb,0.000,1.100,0,none,
css_props_cs_militia_reloadingpress01,Reloadingpress01,props,css/props/cs_militia/reloadingpress01.glb,0.000,1.100,0,none,
css_props_cs_militia_roof_vent,Roof Vent,props,css/props/cs_militia/roof_vent.glb,0.000,1.100,0,none,
css_props_cs_militia_roofholeboards_p2,Roofholeboards P2,props,css/props/cs_militia/roofholeboards_p2.glb,0.000,1.100,0,none,
css_props_cs_militia_roofholeboards_p3,Roofholeboards P3,props,css/props/cs_militia/roofholeboards_p3.glb,0.000,1.100,0,none,
css_props_cs_militia_roofholeboards_p4,Roofholeboards P4,props,css/props/cs_militia/roofholeboards_p4.glb,0.000,1.100,0,none,
css_props_cs_militia_roofholeboards_p5,Roofholeboards P5,props,css/props/cs_militia/roofholeboards_p5.glb,0.000,1.100,0,none,
css_props_cs_militia_roofholeboards_p6,Roofholeboards P6,props,css/props/cs_militia/roofholeboards_p6.glb,0.000,1.100,0,none,
css_props_cs_militia_roofholeboards_p7,Roofholeboards P7,props,css/props/cs_militia/roofholeboards_p7.glb,0.000,1.100,0,none,
css_props_cs_militia_sawhorse,Sawhorse,props,css/props/cs_militia/sawhorse.glb,0.000,1.100,0,none,
css_props_cs_militia_shelves,Shelves,props,css/props/cs_militia/shelves.glb,0.000,1.100,0,none,
css_props_cs_militia_showers,Showers,props,css/props/cs_militia/showers.glb,0.000,1.100,0,none,
css_props_cs_militia_skylight_glass,Skylight Glass,props,css/props/cs_militia/skylight_glass.glb,0.000,1.100,0,none,
css_props_cs_militia_skylight_glass_p1,Skylight Glass P1,props,css/props/cs_militia/skylight_glass_p1.glb,0.000,1.100,0,none,
css_props_cs_militia_skylight_glass_p10,Skylight Glass P10,props,css/props/cs_militia/skylight_glass_p10.glb,0.000,1.100,0,none,
css_props_cs_militia_skylight_glass_p11,Skylight Glass P11,props,css/props/cs_militia/skylight_glass_p11.glb,0.000,1.100,0,none,
css_props_cs_militia_skylight_glass_p12,Skylight Glass P12,props,css/props/cs_militia/skylight_glass_p12.glb,0.000,1.100,0,none,
css_props_cs_militia_skylight_glass_p13,Skylight Glass P13,props,css/props/cs_militia/skylight_glass_p13.glb,0.000,1.100,0,none,
css_props_cs_militia_skylight_glass_p14,Skylight Glass P14,props,css/props/cs_militia/skylight_glass_p14.glb,0.000,1.100,0,none,
css_props_cs_militia_skylight_glass_p2,Skylight Glass P2,props,css/props/cs_militia/skylight_glass_p2.glb,0.000,1.100,0,none,
css_props_cs_militia_skylight_glass_p3,Skylight Glass P3,props,css/props/cs_militia/skylight_glass_p3.glb,0.000,1.100,0,none,
css_props_cs_militia_skylight_glass_p4,Skylight Glass P4,props,css/props/cs_militia/skylight_glass_p4.glb,0.000,1.100,0,none,
css_props_cs_militia_skylight_glass_p5,Skylight Glass P5,props,css/props/cs_militia/skylight_glass_p5.glb,0.000,1.100,0,none,
css_props_cs_militia_skylight_glass_p6,Skylight Glass P6,props,css/props/cs_militia/skylight_glass_p6.glb,0.000,1.100,0,none,
css_props_cs_militia_skylight_glass_p7,Skylight Glass P7,props,css/props/cs_militia/skylight_glass_p7.glb,0.000,1.100,0,none,
css_props_cs_militia_skylight_glass_p8,Skylight Glass P8,props,css/props/cs_militia/skylight_glass_p8.glb,0.000,1.100,0,none,
css_props_cs_militia_skylight_glass_p9,Skylight Glass P9,props,css/props/cs_militia/skylight_glass_p9.glb,0.000,1.100,0,none,
css_props_cs_militia_soap_rope,Soap Rope,props,css/props/cs_militia/soap_rope.glb,0.000,1.100,0,none,
css_props_cs_militia_spotlight,Spotlight,props,css/props/cs_militia/spotlight.glb,0.000,1.100,0,none,
css_props_cs_militia_stove01,Stove01,props,css/props/cs_militia/stove01.glb,0.000,1.100,0,none,
css_props_cs_militia_table_kitchen,Table Kitchen,props,css/props/cs_militia/table_kitchen.glb,0.000,1.100,0,none,
css_props_cs_militia_table_shed,Table Shed,props,css/props/cs_militia/table_shed.glb,0.000,1.100,0,none,
css_props_cs_militia_television_console01,Television Console01,props,css/props/cs_militia/television_console01.glb,0.000,1.100,0,none,
css_props_cs_militia_toilet,Toilet,props,css/props/cs_militia/toilet.glb,0.000,1.100,0,none,
css_props_cs_militia_toothbrushset01,Toothbrushset01,props,css/props/cs_militia/toothbrushset01.glb,0.000,1.100,0,none,
css_props_cs_militia_tv_console,Tv Console,props,css/props/cs_militia/tv_console.glb,0.000,1.100,0,none,
css_props_cs_militia_urine_trough,Urine Trough,props,css/props/cs_militia/urine_trough.glb,0.000,1.100,0,none,
css_props_cs_militia_vent01,Vent01,props,css/props/cs_militia/vent01.glb,0.000,1.100,0,none,
css_props_cs_militia_vent01_break_01,Vent01 Break 01,props,css/props/cs_militia/vent01_break_01.glb,0.000,1.100,0,none,
css_props_cs_militia_vent01_break_02,Vent01 Break 02,props,css/props/cs_militia/vent01_break_02.glb,0.000,1.100,0,none,
css_props_cs_militia_vent01_break_03,Vent01 Break 03,props,css/props/cs_militia/vent01_break_03.glb,0.000,1.100,0,none,
css_props_cs_militia_vent01_break_04,Vent01 Break 04,props,css/props/cs_militia/vent01_break_04.glb,0.000,1.100,0,none,
css_props_cs_militia_vent01_break_05,Vent01 Break 05,props,css/props/cs_militia/vent01_break_05.glb,0.000,1.100,0,none,
css_props_cs_militia_vent01_break_06,Vent01 Break 06,props,css/props/cs_militia/vent01_break_06.glb,0.000,1.100,0,none,
css_props_cs_militia_vent01_break_07,Vent01 Break 07,props,css/props/cs_militia/vent01_break_07.glb,0.000,1.100,0,none,
css_props_cs_militia_wndw01,Wndw01,props,css/props/cs_militia/wndw01.glb,0.000,1.100,0,none,
css_props_cs_militia_wndw01_breakable_chunk_01,Wndw01 Breakable Chunk 01,props,css/props/cs_militia/wndw01_breakable_chunk_01.glb,0.000,1.100,0,none,
css_props_cs_militia_wndw01_breakable_chunk_02,Wndw01 Breakable Chunk 02,props,css/props/cs_militia/wndw01_breakable_chunk_02.glb,0.000,1.100,0,none,
css_props_cs_militia_wndw01_breakable_chunk_03,Wndw01 Breakable Chunk 03,props,css/props/cs_militia/wndw01_breakable_chunk_03.glb,0.000,1.100,0,none,
css_props_cs_militia_wndw01_breakable_chunk_04,Wndw01 Breakable Chunk 04,props,css/props/cs_militia/wndw01_breakable_chunk_04.glb,0.000,1.100,0,none,
css_props_cs_militia_wndw01_breakable_chunk_05,Wndw01 Breakable Chunk 05,props,css/props/cs_militia/wndw01_breakable_chunk_05.glb,0.000,1.100,0,none,
css_props_cs_militia_wndw01_breakable_chunk_06,Wndw01 Breakable Chunk 06,props,css/props/cs_militia/wndw01_breakable_chunk_06.glb,0.000,1.100,0,none,
css_props_cs_militia_wndw01_breakable_chunk_07,Wndw01 Breakable Chunk 07,props,css/props/cs_militia/wndw01_breakable_chunk_07.glb,0.000,1.100,0,none,
css_props_cs_militia_wood_bench,Wood Bench,props,css/props/cs_militia/wood_bench.glb,0.000,1.100,0,none,
css_props_cs_militia_wood_table,Wood Table,props,css/props/cs_militia/wood_table.glb,0.000,1.100,0,none,
css_props_cs_office_bookshelf1,Bookshelf1,props,css/props/cs_office/bookshelf1.glb,0.000,1.100,0,none,
css_props_cs_office_bookshelf2,Bookshelf2,props,css/props/cs_office/bookshelf2.glb,0.000,1.100,0,none,
css_props_cs_office_bookshelf3,Bookshelf3,props,css/props/cs_office/bookshelf3.glb,0.000,1.100,0,none,
css_props_cs_office_cardboard_box01,Cardboard Box01,props,css/props/cs_office/cardboard_box01.glb,0.000,1.100,0,none,
css_props_cs_office_cardboard_box02,Cardboard Box02,props,css/props/cs_office/cardboard_box02.glb,0.000,1.100,0,none,
css_props_cs_office_cardboard_box03,Cardboard Box03,props,css/props/cs_office/cardboard_box03.glb,0.000,1.100,0,none,
css_props_cs_office_coffee_mug,Coffee Mug,props,css/props/cs_office/coffee_mug.glb,0.000,1.100,0,none,
css_props_cs_office_coffee_mug_p1,Coffee Mug P1,props,css/props/cs_office/coffee_mug_p1.glb,0.000,1.100,0,none,
css_props_cs_office_coffee_mug_p2,Coffee Mug P2,props,css/props/cs_office/coffee_mug_p2.glb,0.000,1.100,0,none,
css_props_cs_office_coffee_mug_p3,Coffee Mug P3,props,css/props/cs_office/coffee_mug_p3.glb,0.000,1.100,0,none,
css_props_cs_office_coffee_mug2,Coffee Mug2,props,css/props/cs_office/coffee_mug2.glb,0.000,1.100,0,none,
css_props_cs_office_coffee_mug3,Coffee Mug3,props,css/props/cs_office/coffee_mug3.glb,0.000,1.100,0,none,
css_props_cs_office_computer,Computer,props,css/props/cs_office/computer.glb,0.000,1.100,0,none,
css_props_cs_office_computer_case,Computer Case,props,css/props/cs_office/computer_case.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb,Computer Caseb,props,css/props/cs_office/computer_caseb.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_gib1,Computer Caseb Gib1,props,css/props/cs_office/computer_caseb_gib1.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_gib2,Computer Caseb Gib2,props,css/props/cs_office/computer_caseb_gib2.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p1,Computer Caseb P1,props,css/props/cs_office/computer_caseb_p1.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p1a,Computer Caseb P1A,props,css/props/cs_office/computer_caseb_p1a.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p2,Computer Caseb P2,props,css/props/cs_office/computer_caseb_p2.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p2a,Computer Caseb P2A,props,css/props/cs_office/computer_caseb_p2a.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p3,Computer Caseb P3,props,css/props/cs_office/computer_caseb_p3.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p3a,Computer Caseb P3A,props,css/props/cs_office/computer_caseb_p3a.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p3b,Computer Caseb P3B,props,css/props/cs_office/computer_caseb_p3b.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p4,Computer Caseb P4,props,css/props/cs_office/computer_caseb_p4.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p4a,Computer Caseb P4A,props,css/props/cs_office/computer_caseb_p4a.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p4b,Computer Caseb P4B,props,css/props/cs_office/computer_caseb_p4b.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p5,Computer Caseb P5,props,css/props/cs_office/computer_caseb_p5.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p5a,Computer Caseb P5A,props,css/props/cs_office/computer_caseb_p5a.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p5b,Computer Caseb P5B,props,css/props/cs_office/computer_caseb_p5b.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p6,Computer Caseb P6,props,css/props/cs_office/computer_caseb_p6.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p6a,Computer Caseb P6A,props,css/props/cs_office/computer_caseb_p6a.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p6b,Computer Caseb P6B,props,css/props/cs_office/computer_caseb_p6b.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p7,Computer Caseb P7,props,css/props/cs_office/computer_caseb_p7.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p7a,Computer Caseb P7A,props,css/props/cs_office/computer_caseb_p7a.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p8,Computer Caseb P8,props,css/props/cs_office/computer_caseb_p8.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p8a,Computer Caseb P8A,props,css/props/cs_office/computer_caseb_p8a.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p9,Computer Caseb P9,props,css/props/cs_office/computer_caseb_p9.glb,0.000,1.100,0,none,
css_props_cs_office_computer_caseb_p9a,Computer Caseb P9A,props,css/props/cs_office/computer_caseb_p9a.glb,0.000,1.100,0,none,
css_props_cs_office_computer_keyboard,Computer Keyboard,props,css/props/cs_office/computer_keyboard.glb,0.000,1.100,0,none,
css_props_cs_office_computer_keyboard_p1,Computer Keyboard P1,props,css/props/cs_office/computer_keyboard_p1.glb,0.000,1.100,0,none,
css_props_cs_office_computer_keyboard_p1a,Computer Keyboard P1A,props,css/props/cs_office/computer_keyboard_p1a.glb,0.000,1.100,0,none,
css_props_cs_office_computer_keyboard_p1b,Computer Keyboard P1B,props,css/props/cs_office/computer_keyboard_p1b.glb,0.000,1.100,0,none,
css_props_cs_office_computer_keyboard_p1c,Computer Keyboard P1C,props,css/props/cs_office/computer_keyboard_p1c.glb,0.000,1.100,0,none,
css_props_cs_office_computer_keyboard_p1d,Computer Keyboard P1D,props,css/props/cs_office/computer_keyboard_p1d.glb,0.000,1.100,0,none,
css_props_cs_office_computer_keyboard_p1e,Computer Keyboard P1E,props,css/props/cs_office/computer_keyboard_p1e.glb,0.000,1.100,0,none,
css_props_cs_office_computer_keyboard_p2,Computer Keyboard P2,props,css/props/cs_office/computer_keyboard_p2.glb,0.000,1.100,0,none,
css_props_cs_office_computer_keyboard_p2a,Computer Keyboard P2A,props,css/props/cs_office/computer_keyboard_p2a.glb,0.000,1.100,0,none,
css_props_cs_office_computer_keyboard_p2b,Computer Keyboard P2B,props,css/props/cs_office/computer_keyboard_p2b.glb,0.000,1.100,0,none,
css_props_cs_office_computer_keyboard_p2c,Computer Keyboard P2C,props,css/props/cs_office/computer_keyboard_p2c.glb,0.000,1.100,0,none,
css_props_cs_office_computer_keyboard_p2d,Computer Keyboard P2D,props,css/props/cs_office/computer_keyboard_p2d.glb,0.000,1.100,0,none,
css_props_cs_office_computer_keyboard_p2e,Computer Keyboard P2E,props,css/props/cs_office/computer_keyboard_p2e.glb,0.000,1.100,0,none,
css_props_cs_office_computer_monitor,Computer Monitor,props,css/props/cs_office/computer_monitor.glb,0.000,1.100,0,none,
css_props_cs_office_computer_monitor_p1,Computer Monitor P1,props,css/props/cs_office/computer_monitor_p1.glb,0.000,1.100,0,none,
css_props_cs_office_computer_monitor_p1a,Computer Monitor P1A,props,css/props/cs_office/computer_monitor_p1a.glb,0.000,1.100,0,none,
css_props_cs_office_computer_monitor_p2,Computer Monitor P2,props,css/props/cs_office/computer_monitor_p2.glb,0.000,1.100,0,none,
css_props_cs_office_computer_monitor_p2a,Computer Monitor P2A,props,css/props/cs_office/computer_monitor_p2a.glb,0.000,1.100,0,none,
css_props_cs_office_computer_mouse,Computer Mouse,props,css/props/cs_office/computer_mouse.glb,0.000,1.100,0,none,
css_props_cs_office_doorknob,Doorknob,props,css/props/cs_office/doorknob.glb,0.000,1.100,0,none,
css_props_cs_office_doorknobb,Doorknobb,props,css/props/cs_office/doorknobb.glb,0.000,1.100,0,none,
css_props_cs_office_exit_ceiling,Exit Ceiling,props,css/props/cs_office/exit_ceiling.glb,0.000,1.100,0,none,
css_props_cs_office_exit_wall,Exit Wall,props,css/props/cs_office/exit_wall.glb,0.000,1.100,0,none,
css_props_cs_office_file_box,File Box,props,css/props/cs_office/file_box.glb,0.000,1.100,0,none,
css_props_cs_office_file_box_gib1,File Box Gib1,props,css/props/cs_office/file_box_gib1.glb,0.000,1.100,0,none,
css_props_cs_office_file_box_gib2,File Box Gib2,props,css/props/cs_office/file_box_gib2.glb,0.000,1.100,0,none,
css_props_cs_office_file_box_p1,File Box P1,props,css/props/cs_office/file_box_p1.glb,0.000,1.100,0,none,
css_props_cs_office_file_box_p1a,File Box P1A,props,css/props/cs_office/file_box_p1a.glb,0.000,1.100,0,none,
css_props_cs_office_file_box_p1b,File Box P1B,props,css/props/cs_office/file_box_p1b.glb,0.000,1.100,0,none,
css_props_cs_office_file_box_p1c,File Box P1C,props,css/props/cs_office/file_box_p1c.glb,0.000,1.100,0,none,
css_props_cs_office_file_box_p1d,File Box P1D,props,css/props/cs_office/file_box_p1d.glb,0.000,1.100,0,none,
css_props_cs_office_file_box_p2,File Box P2,props,css/props/cs_office/file_box_p2.glb,0.000,1.100,0,none,
css_props_cs_office_file_box_p2a,File Box P2A,props,css/props/cs_office/file_box_p2a.glb,0.000,1.100,0,none,
css_props_cs_office_file_box_p2b,File Box P2B,props,css/props/cs_office/file_box_p2b.glb,0.000,1.100,0,none,
css_props_cs_office_file_box_p2c,File Box P2C,props,css/props/cs_office/file_box_p2c.glb,0.000,1.100,0,none,
css_props_cs_office_file_box_p2d,File Box P2D,props,css/props/cs_office/file_box_p2d.glb,0.000,1.100,0,none,
css_props_cs_office_file_cabinet1,File Cabinet1,props,css/props/cs_office/file_cabinet1.glb,0.000,1.100,0,none,
css_props_cs_office_file_cabinet1_group,File Cabinet1 Group,props,css/props/cs_office/file_cabinet1_group.glb,0.000,1.100,0,none,
css_props_cs_office_file_cabinet2,File Cabinet2,props,css/props/cs_office/file_cabinet2.glb,0.000,1.100,0,none,
css_props_cs_office_file_cabinet3,File Cabinet3,props,css/props/cs_office/file_cabinet3.glb,0.000,1.100,0,none,
css_props_cs_office_fire_extinguisher,Fire Extinguisher,props,css/props/cs_office/fire_extinguisher.glb,0.000,1.100,0,none,
css_props_cs_office_light_ceiling,Light Ceiling,props,css/props/cs_office/light_ceiling.glb,0.000,1.100,0,none,
css_props_cs_office_light_inset,Light Inset,props,css/props/cs_office/light_inset.glb,0.000,1.100,0,none,
css_props_cs_office_light_outsidewall,Light Outsidewall,props,css/props/cs_office/light_outsidewall.glb,0.000,1.100,0,none,
css_props_cs_office_light_security,Light Security,props,css/props/cs_office/light_security.glb,0.000,1.100,0,none,
css_props_cs_office_light_shop,Light Shop,props,css/props/cs_office/light_shop.glb,0.000,1.100,0,none,
css_props_cs_office_light_shop_on,Light Shop On,props,css/props/cs_office/light_shop_on.glb,0.000,1.100,0,none,
css_props_cs_office_microwave,Microwave,props,css/props/cs_office/microwave.glb,0.000,1.100,0,none,
css_props_cs_office_offcertificatea,Offcertificatea,props,css/props/cs_office/offcertificatea.glb,0.000,1.100,0,none,
css_props_cs_office_offcorkboarda,Offcorkboarda,props,css/props/cs_office/offcorkboarda.glb,0.000,1.100,0,none,
css_props_cs_office_offinspa,Offinspa,props,css/props/cs_office/offinspa.glb,0.000,1.100,0,none,
css_props_cs_office_offinspb,Offinspb,props,css/props/cs_office/offinspb.glb,0.000,1.100,0,none,
css_props_cs_office_offinspc,Offinspc,props,css/props/cs_office/offinspc.glb,0.000,1.100,0,none,
css_props_cs_office_offinspd,Offinspd,props,css/props/cs_office/offinspd.glb,0.000,1.100,0,none,
