id,display_name,kept_personal,added_personal,final_personal,kept_corporate,added_corporate,final_corporate,max_personal_score,max_corporate_score,review_reasons,pass_b_applied
hl2_props_wasteland_kitchen_counter001b,Kitchen Counter,abandoned comforting decayed domestic intimate mundane nostalgic personal public,,abandoned comforting decayed domestic intimate mundane nostalgic personal public,niche_depth,,niche_depth,0.5500,0.5500,balance_changed_personal,False
hl2_props_wasteland_kitchen_counter001c,Kitchen Counter,abandoned comforting decayed domestic intimate mundane nostalgic personal public,,abandoned comforting decayed domestic intimate mundane nostalgic personal public,niche_depth,,niche_depth,0.5500,0.5500,balance_changed_personal,False
hl2_props_wasteland_kitchen_shelf002a,Kitchen Shelf,abandoned comforting decayed domestic intimate mundane nostalgic personal,,abandoned comforting decayed domestic intimate mundane nostalgic personal,niche_depth,,niche_depth,0.5500,0.5500,balance_changed_personal,False
hl2_props_wasteland_kitchen_stove001a,Kitchen Stove,abandoned comforting decayed domestic intimate mundane nostalgic personal,,abandoned comforting decayed domestic intimate mundane nostalgic personal,niche_depth,,niche_depth,0.5500,0.5500,balance_changed_personal,False
hl2_props_wasteland_kitchen_stove002a,Kitchen Stove,abandoned comforting decayed domestic intimate mundane nostalgic personal,,abandoned comforting decayed domestic intimate mundane nostalgic personal,niche_depth,,niche_depth,0.5500,0.5500,balance_changed_personal,False
hl2_props_wasteland_laundry_cart002,Laundry Cart,abandoned decayed,,abandoned decayed,niche_depth,,niche_depth,0.0000,0.5500,low_confidence_personal,False
hl2_props_wasteland_prison_bedframe001a,Prison Bedframe,abandoned decayed intimate nostalgic personal,,abandoned decayed intimate nostalgic personal,niche_depth,,niche_depth,0.0000,0.5500,low_confidence_personal,False
hl2_props_wasteland_prison_bedframe001b,Prison Bedframe,abandoned decayed intimate nostalgic personal,,abandoned decayed intimate nostalgic personal,niche_depth,,niche_depth,0.0000,0.5500,low_confidence_personal,False
hl2_props_wasteland_prison_padlock001a,Prison Padlock,abandoned decayed,,abandoned decayed,niche_depth,,niche_depth,0.0000,0.5500,low_confidence_personal,False
hl2_props_wasteland_rockgranite02a,Rockgranite,abandoned decayed,,abandoned decayed,niche_depth,,niche_depth,0.0000,0.5500,low_confidence_personal,False
hl2_props_wasteland_rockgranite02b,Rockgranite,abandoned decayed,,abandoned decayed,niche_depth,,niche_depth,0.0000,0.5500,low_confidence_personal,False
hl2_props_wasteland_rockgranite02c,Rockgranite,abandoned decayed,,abandoned decayed,niche_depth,,niche_depth,0.0000,0.5500,low_confidence_personal,False
hl2_props_wasteland_rockgranite03a,Rockgranite,abandoned decayed,,abandoned decayed,niche_depth,,niche_depth,0.0000,0.5500,low_confidence_personal,False
hl2_props_wasteland_rockgranite03b,Rockgranite,abandoned decayed,,abandoned decayed,niche_depth,,niche_depth,0.0000,0.5500,low_confidence_personal,False
hl2_props_wasteland_rockgranite03c,Rockgranite,abandoned decayed,,abandoned decayed,niche_depth,,niche_depth,0.0000,0.5500,low_confidence_personal,False
hl2_shadertest_vertexlitadditivetexture,Vertexlitadditivetexture,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
hl2_shadertest_vertexlitenvmappedtexture,Vertexlitenvmappedtexture,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
hl2_shadertest_vertexlitenvmappedtexturedetail,Vertexlitenvmappedtexturedetail,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
hl2_shadertest_vertexlitenvmappedtexturedetailv2,Vertexlitenvmappedtexturedetailv2,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
hl2_shadertest_vertexlittexture,Vertexlittexture,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
hl2_weapons_w_crowbar,W Crowbar,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
hl2_weapons_w_grenade,W Grenade,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
hl2_weapons_w_suitcase_passenger,W Suitcase Passenger,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cemetery_crypts_top02,Crypts Top,melancholy sacred,,melancholy sacred,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cemetery_crypts_top04,Crypts Top,melancholy sacred,,melancholy sacred,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cemetery_crypts_top05,Crypts Top,melancholy sacred,,melancholy sacred,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cemetery_crypts_top06,Crypts Top,melancholy sacred,,melancholy sacred,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cemetery_grave_01,Grave,melancholy sacred,,melancholy sacred,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cemetery_grave_02,Grave,melancholy sacred,,melancholy sacred,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cemetery_grave_03,Grave,melancholy sacred,,melancholy sacred,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cemetery_grave_04,Grave,melancholy sacred,,melancholy sacred,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cemetery_grave_06,Grave,melancholy sacred,,melancholy sacred,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cemetery_grave_07,Grave,melancholy sacred,,melancholy sacred,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cemetery_grave_08,Grave,melancholy sacred,,melancholy sacred,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_collectables_backpack,Backpack,nostalgic personal,,nostalgic personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_collectables_coin,Coin,nostalgic personal,,nostalgic personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_collectables_money_wad,Money Wad,nostalgic personal,,nostalgic personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_crates_static_crate_40,Static Crate 40,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_crates_supply_crate01,Supply Crate01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_assault_barrelwarning,Barrelwarning,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_assault_forklift_brokenlift_tire2,Forklift Brokenlift Tire2,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_assault_forklift_brokenlift_tire3,Forklift Brokenlift Tire3,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_assault_washer_box,Washer Box,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_assault_wirespout,Wirespout,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_barstool01,Barstool01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_boxes_garage_lower,Boxes Garage Lower,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_caseofbeer01,Caseofbeer01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_footlocker01_closed,Footlocker01 Closed,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_footlocker01_open,Footlocker01 Open,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_mailbox01,Mailbox01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_microwave01,Microwave01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_militiarock05,Militiarock05,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_newspaperstack01,Newspaperstack01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_refrigerator01,Refrigerator01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_stove01,Stove01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_table_shed,Table Shed,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_television_console01,Television Console01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_toothbrushset01,Toothbrushset01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_wood_bench,Wood Bench,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_militia_wood_table,Wood Table,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_bookshelf2,Bookshelf2,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_cardboard_box01,Cardboard Box01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_cardboard_box02,Cardboard Box02,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_cardboard_box03,Cardboard Box03,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_chair_office,Chair Office,bureaucratic institutional mundane personal,,bureaucratic institutional mundane personal,broad_appeal,,broad_appeal,0.5500,0.5500,balance_changed_personal,False
l4d2_props_cs_office_coffee_mug,Coffee Mug,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_computer_caseb,Computer Caseb,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_computer_caseb_p1,Computer Caseb P1,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_computer_caseb_p2,Computer Caseb P2,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_computer_caseb_p3,Computer Caseb P3,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_computer_caseb_p3a,Computer Caseb P3A,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_file_box,File Box,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_file_cabinet1_group,File Cabinet1 Group,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_file_cabinet2,File Cabinet2,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_file_cabinet3,File Cabinet3,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_fire_extinguisher,Fire Extinguisher,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_microwave,Microwave,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_microwave_static,Microwave Static,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_phone,Phone,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_radio,Radio,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_shelves_metal,Shelves Metal,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_shelves_metal1,Shelves Metal1,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_shelves_metal2,Shelves Metal2,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_shelves_metal3,Shelves Metal3,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_table_coffee,Table Coffee,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_trash_can,Trash Can,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_trash_can_p,Trash Can,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_cs_office_vending_machine,Vending Machine,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_inferno_bed,Bed,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_inferno_chairantique,Chairantique,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_inferno_furnituredrawer001a,Furnituredrawer001A,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_inferno_tableantique,Tableantique,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_inferno_tv_monitor01,Tv Monitor01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_nuke_cinderblock_stack,Cinderblock Stack,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_nuke_crate_small,Crate Small,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_prodigy_concretebags,Concretebags,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_prodigy_concretebags2,Concretebags2,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_prodigy_concretebags3,Concretebags3,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_prodigy_pushcart,Pushcart,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_prodigy_spool,Spool,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_prodigy_tirestack,Tirestack,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_prodigy_tirestack2,Tirestack2,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_prodigy_tirestack3,Tirestack3,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_prodigy_wood_pallet_01,Wood Pallet 01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_tides_patio_chair,Patio Chair,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_train_lockers001a,Lockers001A,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_de_train_pallet_barrels,Pallet Barrels,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_downtown_bar_short_endcorner,Bar Short Endcorner,mundane public,,mundane public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_bathroom_vanity01,Bathroom Vanity,intimate mundane personal public,,intimate mundane personal public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_bedding_pile_01,Bedding Pile,intimate mundane public,,intimate mundane public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_bedding_pile_02,Bedding Pile,intimate mundane public,,intimate mundane public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_booth,Booth,mundane public,,mundane public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_booth01,Booth,mundane public,,mundane public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_booth02,Booth,mundane public,,mundane public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_booth_table,Booth Table,domestic mundane public,,domestic mundane public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_cigarettemachine,Cigarettemachine,institutional mundane public,,institutional mundane public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_dresser,Dresser,domestic mundane public,,domestic mundane public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_iron,Iron,mundane public,,mundane public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_ironing_board,Ironing Board,mundane public,,mundane public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_ironing_board_flat,Ironing Board Flat,mundane public,,mundane public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_mini_fridge,Mini Fridge,domestic mundane public,,domestic mundane public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_notepad,Notepad,mundane public,,mundane public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_phone_book,Phone Book,comforting mundane nostalgic personal public,,comforting mundane nostalgic personal public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_downtown_side_table,Side Table,domestic mundane public,,domestic mundane public,conversion_ready marketable,,conversion_ready marketable,0.0000,1.0000,low_confidence_personal,False
l4d2_props_equipment_cart_utility_01,Cart Utility 01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_equipment_cooler,Cooler,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_equipment_oxygentank01,Oxygentank01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_equipment_phone_booth,Phone Booth,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_equipment_sleeping_bag1,Sleeping Bag1,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_equipment_sleeping_bag2,Sleeping Bag2,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_equipment_sleeping_bag3,Sleeping Bag3,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_equipment_snack_machine,Snack Machine,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_equipment_snack_machine2,Snack Machine2,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_equipment_surgicaltray_01,Surgicaltray 01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_equipment_toolchest_01,Toolchest 01,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fairgrounds_amp_plexi,Amp Plexi,liminal melancholy nostalgic,,liminal melancholy nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fairgrounds_anvil_case_32,Anvil Case 32,liminal melancholy nostalgic,,liminal melancholy nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fairgrounds_anvil_case_64,Anvil Case 64,liminal melancholy nostalgic,,liminal melancholy nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fairgrounds_anvil_case_casters_32,Anvil Case Casters 32,liminal melancholy nostalgic,,liminal melancholy nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fairgrounds_bass_case,Bass Case,liminal melancholy nostalgic,,liminal melancholy nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fairgrounds_bass_monitor,Bass Monitor,liminal melancholy nostalgic,,liminal melancholy nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fairgrounds_garbage_drinks_container_crushed,Garbage Drinks Container Crushed,liminal melancholy nostalgic,,liminal melancholy nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fairgrounds_garbage_pizza_box,Garbage Pizza Box,liminal melancholy nostalgic,,liminal melancholy nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fairgrounds_mic_stand,Mic Stand,liminal melancholy nostalgic,,liminal melancholy nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fairgrounds_milk_bottle,Milk Bottle,liminal melancholy nostalgic,,liminal melancholy nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fairgrounds_sound_board,Sound Board,liminal melancholy nostalgic,,liminal melancholy nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fairgrounds_sound_board2,Sound Board2,liminal melancholy nostalgic,,liminal melancholy nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fairgrounds_traffic_barrel,Traffic Barrel,liminal melancholy nostalgic,,liminal melancholy nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fortifications_concrete_post001_48,Concrete Post001 48,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fortifications_orange_cone001_clientside,Orange Cone001 Clientside,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_fortifications_traffic_barrier001,Traffic Barrier001,mundane personal,,mundane personal,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_furniture_cafe_barstool1,Cafe Barstool,comforting domestic,,comforting domestic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_furniture_chair2,Chair,comforting domestic mundane,,comforting domestic mundane,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_furniture_desk1,Desk,comforting domestic mundane,,comforting domestic mundane,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_furniture_drawer1,Drawer,comforting domestic mundane,,comforting domestic mundane,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_furniture_dresser1,Dresser,comforting domestic mundane,,comforting domestic mundane,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_furniture_fireplace2,Fireplace,comforting domestic nostalgic warm,,comforting domestic nostalgic warm,broad_appeal,,broad_appeal,0.4500,0.5500,low_confidence_personal,False
l4d2_props_furniture_heavy_table,Heavy Table,comforting domestic heavy mundane,,comforting domestic heavy mundane,broad_appeal,,broad_appeal,0.4500,0.5500,low_confidence_personal,False
l4d2_props_furniture_hotel_chair,Hotel Chair,comforting domestic mundane warm,,comforting domestic mundane warm,broad_appeal,,broad_appeal,0.4500,0.5500,low_confidence_personal,False
l4d2_props_furniture_lamp1,Lamp,comforting domestic intimate,,comforting domestic intimate,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_furniture_piano,Piano,comforting domestic intimate nostalgic,,comforting domestic intimate nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_furniture_piano_bench,Piano Bench,comforting domestic intimate nostalgic,,comforting domestic intimate nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_furniture_shelf1,Shelf,comforting domestic nostalgic,,comforting domestic nostalgic,broad_appeal,,broad_appeal,0.0000,0.5500,low_confidence_personal,False
l4d2_props_industrial_barrel_fuel,Barrel Fuel,abandoned institutional mundane,,abandoned institutional mundane,niche_depth,,niche_depth,0.0000,0.5500,low_confidence_personal,False
l4d2_props_industrial_pallet01,Pallet01,abandoned institutional mundane,,abandoned institutional mundane,niche_depth,,niche_depth,0.0000,0.5500,low_confidence_personal,False
l4d2_props_industrial_pallet_barrels_water01,Pallet Barrels Water01,abandoned institutional mundane,,abandoned institutional mundane,niche_depth,,niche_depth,0.0000,0.5500,low_confidence_personal,False
l4d2_props_industrial_pallet_barrels_water01_single,Pallet Barrels Water01 Single,abandoned institutional mundane,,abandoned institutional mundane,niche_depth,,niche_depth,0.0000,0.5500,low_confidence_personal,False
l4d2_props_industrial_pallet_stack01,Pallet Stack01,abandoned institutional mundane,,abandoned institutional mundane,niche_depth,,niche_depth,0.0000,0.5500,low_confidence_personal,False
l4d2_props_interiors_airportdeparturerampcontrol01,Airportdeparturerampcontrol,domestic institutional intimate mundane public,,domestic institutional intimate mundane public,broad_appeal,,broad_appeal,0.4500,0.5500,low_confidence_personal,False
l4d2_props_interiors_baby_crib,Baby Crib,domestic intimate mundane,,domestic intimate mundane,broad_appeal,,broad_appeal,0.4500,0.5500,low_confidence_personal,False
l4d2_props_interiors_bbq_grill,Bbq Grill,domestic intimate mundane,,domestic intimate mundane,broad_appeal,,broad_appeal,0.4500,0.5500,low_confidence_personal,False
l4d2_props_interiors_bench01a,Bench,domestic intimate mundane,,domestic intimate mundane,broad_appeal,,broad_appeal,0.4500,0.5500,low_confidence_personal,False
