id,display_name,review_reasons,final_personal,final_corporate,max_personal_score,max_corporate_score,balance_trace_personal,balance_trace_corporate
hl2_props_wasteland_rockgranite03a,Rockgranite,low_confidence_personal,abandoned decayed,niche_depth,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 132, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 26, ""dynamic_cap"": 264, ""strength"": 0.02, ""natural_picked"": [""niche_depth""], ""balanced_picked"": [""niche_depth""], ""balance_changed_pick"": false}"
hl2_props_wasteland_rockgranite03b,Rockgranite,low_confidence_personal,abandoned decayed,niche_depth,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 132, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 26, ""dynamic_cap"": 264, ""strength"": 0.02, ""natural_picked"": [""niche_depth""], ""balanced_picked"": [""niche_depth""], ""balance_changed_pick"": false}"
hl2_props_wasteland_rockgranite03c,Rockgranite,low_confidence_personal,abandoned decayed,niche_depth,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 133, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 26, ""dynamic_cap"": 265, ""strength"": 0.02, ""natural_picked"": [""niche_depth""], ""balanced_picked"": [""niche_depth""], ""balance_changed_pick"": false}"
hl2_shadertest_vertexlitadditivetexture,Vertexlitadditivetexture,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 133, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 26, ""dynamic_cap"": 266, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
hl2_shadertest_vertexlitenvmappedtexture,Vertexlitenvmappedtexture,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 133, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 26, ""dynamic_cap"": 266, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
hl2_shadertest_vertexlitenvmappedtexturedetail,Vertexlitenvmappedtexturedetail,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 134, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 26, ""dynamic_cap"": 267, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
hl2_shadertest_vertexlitenvmappedtexturedetailv2,Vertexlitenvmappedtexturedetailv2,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 134, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 26, ""dynamic_cap"": 267, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
hl2_shadertest_vertexlittexture,Vertexlittexture,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 134, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 26, ""dynamic_cap"": 268, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
hl2_weapons_w_crowbar,W Crowbar,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 135, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 26, ""dynamic_cap"": 269, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
hl2_weapons_w_grenade,W Grenade,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 135, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 26, ""dynamic_cap"": 269, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
hl2_weapons_w_suitcase_passenger,W Suitcase Passenger,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 135, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 26, ""dynamic_cap"": 270, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cemetery_crypts_top02,Crypts Top,low_confidence_personal,melancholy sacred,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 136, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 271, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cemetery_crypts_top04,Crypts Top,low_confidence_personal,melancholy sacred,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 136, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 271, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cemetery_crypts_top05,Crypts Top,low_confidence_personal,melancholy sacred,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 136, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 272, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cemetery_crypts_top06,Crypts Top,low_confidence_personal,melancholy sacred,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 136, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 272, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cemetery_grave_01,Grave,low_confidence_personal,melancholy sacred,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 137, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 273, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cemetery_grave_02,Grave,low_confidence_personal,melancholy sacred,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 137, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 274, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cemetery_grave_03,Grave,low_confidence_personal,melancholy sacred,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 137, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 274, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cemetery_grave_04,Grave,low_confidence_personal,melancholy sacred,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 138, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 275, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cemetery_grave_06,Grave,low_confidence_personal,melancholy sacred,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 138, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 276, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cemetery_grave_07,Grave,low_confidence_personal,melancholy sacred,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 138, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 276, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cemetery_grave_08,Grave,low_confidence_personal,melancholy sacred,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 139, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 277, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_collectables_backpack,Backpack,low_confidence_personal,nostalgic personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 139, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 277, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_collectables_coin,Coin,low_confidence_personal,nostalgic personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 139, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 278, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_collectables_money_wad,Money Wad,low_confidence_personal,nostalgic personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 140, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 279, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_crates_static_crate_40,Static Crate 40,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 140, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 279, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_crates_supply_crate01,Supply Crate01,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 13, ""dynamic_cap"": 140, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 27, ""dynamic_cap"": 280, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_assault_barrelwarning,Barrelwarning,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 141, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 281, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_assault_forklift_brokenlift_tire2,Forklift Brokenlift Tire2,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 141, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 281, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_assault_forklift_brokenlift_tire3,Forklift Brokenlift Tire3,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 141, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 282, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_assault_washer_box,Washer Box,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 141, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 282, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_assault_wirespout,Wirespout,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 142, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 283, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_barstool01,Barstool01,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 142, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 284, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_boxes_garage_lower,Boxes Garage Lower,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 142, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 284, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_caseofbeer01,Caseofbeer01,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 143, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 285, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_footlocker01_closed,Footlocker01 Closed,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 143, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 286, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_footlocker01_open,Footlocker01 Open,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 143, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 286, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_mailbox01,Mailbox01,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 144, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 287, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_microwave01,Microwave01,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 144, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 287, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_militiarock05,Militiarock05,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 144, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 288, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_newspaperstack01,Newspaperstack01,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 145, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 289, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_refrigerator01,Refrigerator01,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 145, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 289, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_stove01,Stove01,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 145, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 28, ""dynamic_cap"": 290, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_table_shed,Table Shed,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 146, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 29, ""dynamic_cap"": 291, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_television_console01,Television Console01,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 146, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 29, ""dynamic_cap"": 291, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_toothbrushset01,Toothbrushset01,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 146, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 29, ""dynamic_cap"": 292, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_wood_bench,Wood Bench,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 146, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 29, ""dynamic_cap"": 292, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_militia_wood_table,Wood Table,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 147, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 29, ""dynamic_cap"": 293, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_office_bookshelf2,Bookshelf2,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 147, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 29, ""dynamic_cap"": 294, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_office_cardboard_box01,Cardboard Box01,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 147, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 29, ""dynamic_cap"": 294, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_office_cardboard_box02,Cardboard Box02,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 148, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 29, ""dynamic_cap"": 295, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_office_cardboard_box03,Cardboard Box03,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 148, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 29, ""dynamic_cap"": 296, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_office_chair_office,Chair Office,balance_changed_personal,bureaucratic institutional mundane personal,broad_appeal,0.5500,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 148, ""strength"": 0.02, ""natural_picked"": [""institutional"", ""mundane"", ""bureaucratic""], ""balanced_picked"": [""bureaucratic"", ""institutional"", ""mundane""], ""balance_changed_pick"": true}","{""dynamic_floor"": 29, ""dynamic_cap"": 296, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_office_coffee_mug,Coffee Mug,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 149, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 29, ""dynamic_cap"": 297, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_office_computer_caseb,Computer Caseb,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 149, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 29, ""dynamic_cap"": 297, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_office_computer_caseb_p1,Computer Caseb P1,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 149, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 29, ""dynamic_cap"": 298, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_office_computer_caseb_p2,Computer Caseb P2,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 150, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 29, ""dynamic_cap"": 299, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_office_computer_caseb_p3,Computer Caseb P3,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 150, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 29, ""dynamic_cap"": 299, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
l4d2_props_cs_office_computer_caseb_p3a,Computer Caseb P3A,low_confidence_personal,mundane personal,broad_appeal,0.0000,0.5500,"{""dynamic_floor"": 14, ""dynamic_cap"": 150, ""strength"": 0.02, ""natural_picked"": [], ""balanced_picked"": [], ""balance_changed_pick"": false}","{""dynamic_floor"": 29, ""dynamic_cap"": 300, ""strength"": 0.02, ""natural_picked"": [""broad_appeal""], ""balanced_picked"": [""broad_appeal""], ""balance_changed_pick"": false}"
