id,display_name,kept_personal,added_personal,final_personal,added_corporate,final_corporate,max_personal_score,max_corporate_score
l4d2_props_unique_guncabinet_door_static,Guncabinet Door Static,domestic liminal mundane nostalgic personal,,domestic liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_guncabinet_no_door,Guncabinet No Door,domestic liminal mundane nostalgic personal,,domestic liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_guncabinet_no_door_static,Guncabinet No Door Static,domestic liminal mundane nostalgic personal,,domestic liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_haybails_single,Haybails Single,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_hospitalcurtain01,Hospitalcurtain,clinical intimate liminal nostalgic personal,,clinical intimate liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_infectedbreakwall01_2x4mainpart01_dm,Infectedbreakwall01 2X4Mainpart01 Dm,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_infectedbreakwall01_2x4mainpart02_dm,Infectedbreakwall01 2X4Mainpart02 Dm,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_infectedbreakwall01_2x4mainpart03_dm,Infectedbreakwall01 2X4Mainpart03 Dm,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_infectedbreakwall01_2x4mainpart04_dm,Infectedbreakwall01 2X4Mainpart04 Dm,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_infectedbreakwall01_2x4mainpart05_dm,Infectedbreakwall01 2X4Mainpart05 Dm,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_jukebox01,Jukebox,abandoned mundane nostalgic personal,,abandoned mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_jukebox01_body,Jukebox01 Body,abandoned mundane nostalgic personal,,abandoned mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_jukebox01_menu,Jukebox01 Menu,abandoned mundane nostalgic personal,,abandoned mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_luggagecart01,Luggagecart,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_mop01,Mop,mundane nostalgic personal,,mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_mopbucket01,Mopbucket,mundane nostalgic personal,,mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_showercurtain01,Showercurtain,intimate liminal mundane nostalgic personal,,intimate liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair01,Staircase Spiral01 Stair,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair01_base,Staircase Spiral01 Stair01 Base,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair01_part01,Staircase Spiral01 Stair01 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair01_part02,Staircase Spiral01 Stair01 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair01_part03,Staircase Spiral01 Stair01 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair01_part04,Staircase Spiral01 Stair01 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair01_part05,Staircase Spiral01 Stair01 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair02_part01,Staircase Spiral01 Stair02 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair02_part02,Staircase Spiral01 Stair02 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair02_part03,Staircase Spiral01 Stair02 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair02_part04,Staircase Spiral01 Stair02 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair03_base,Staircase Spiral01 Stair03 Base,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair03_part01,Staircase Spiral01 Stair03 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair03_part02,Staircase Spiral01 Stair03 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair03_part03,Staircase Spiral01 Stair03 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair03_part04,Staircase Spiral01 Stair03 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair04_part01,Staircase Spiral01 Stair04 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair04_part02,Staircase Spiral01 Stair04 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair04_part03,Staircase Spiral01 Stair04 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_staircase_spiral01_stair04_part04,Staircase Spiral01 Stair04 Part,liminal mundane nostalgic personal,,liminal mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged01,Subwaycarexterior01 Enddoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged01b,Subwaycarexterior01 Enddoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged02,Subwaycarexterior01 Enddoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged02b,Subwaycarexterior01 Enddoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged03,Subwaycarexterior01 Enddoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged03b,Subwaycarexterior01 Enddoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged04,Subwaycarexterior01 Enddoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged04b,Subwaycarexterior01 Enddoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged05,Subwaycarexterior01 Enddoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_enddoor01_damaged05b,Subwaycarexterior01 Enddoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_01,Subwaycarexterior01 Sidedoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_01b,Subwaycarexterior01 Sidedoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_02,Subwaycarexterior01 Sidedoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_02b,Subwaycarexterior01 Sidedoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_03,Subwaycarexterior01 Sidedoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_03b,Subwaycarexterior01 Sidedoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_04,Subwaycarexterior01 Sidedoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_subwaycarexterior01_sidedoor01_damaged_04b,Subwaycarexterior01 Sidedoor01 Damaged,liminal nostalgic personal,,liminal nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_wheelchair01,Wheelchair,clinical domestic mundane nostalgic personal,,clinical domestic mundane nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_wooden_barricade_gascans,Wooden Barricade Gascans,nostalgic personal,warm,nostalgic personal warm,broad_appeal,broad_appeal,0.4500,0.5500
l4d2_props_unique_zombiebreakwallcorepart01_steel_dm,Zombiebreakwallcorepart01 Steel Dm,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallcorepart02_steel_dm,Zombiebreakwallcorepart02 Steel Dm,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportofficespart01_dm,Zombiebreakwallexteriorairportofficespart01 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportofficespart02_dm,Zombiebreakwallexteriorairportofficespart02 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportofficespart03_dm,Zombiebreakwallexteriorairportofficespart03 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportofficespart04_dm,Zombiebreakwallexteriorairportofficespart04 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportofficespart05_dm,Zombiebreakwallexteriorairportofficespart05 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportofficespart06_dm,Zombiebreakwallexteriorairportofficespart06 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportofficespart07_dm,Zombiebreakwallexteriorairportofficespart07 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportofficespart08_dm,Zombiebreakwallexteriorairportofficespart08 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportofficespart09_dm,Zombiebreakwallexteriorairportofficespart09 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportpart01_dm,Zombiebreakwallexteriorairportpart01 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportpart02_dm,Zombiebreakwallexteriorairportpart02 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportpart03_dm,Zombiebreakwallexteriorairportpart03 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportpart04_dm,Zombiebreakwallexteriorairportpart04 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportpart05_dm,Zombiebreakwallexteriorairportpart05 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportpart06_dm,Zombiebreakwallexteriorairportpart06 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportpart07_dm,Zombiebreakwallexteriorairportpart07 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportpart08_dm,Zombiebreakwallexteriorairportpart08 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorairportpart09_dm,Zombiebreakwallexteriorairportpart09 Dm,institutional nostalgic personal public,,institutional nostalgic personal public,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorhospitalpart01_dm,Zombiebreakwallexteriorhospitalpart01 Dm,clinical nostalgic personal,,clinical nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorhospitalpart02_dm,Zombiebreakwallexteriorhospitalpart02 Dm,clinical nostalgic personal,,clinical nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorhospitalpart03_dm,Zombiebreakwallexteriorhospitalpart03 Dm,clinical nostalgic personal,,clinical nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorhospitalpart04_dm,Zombiebreakwallexteriorhospitalpart04 Dm,clinical nostalgic personal,,clinical nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorhospitalpart05_dm,Zombiebreakwallexteriorhospitalpart05 Dm,clinical nostalgic personal,,clinical nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorhospitalpart06_dm,Zombiebreakwallexteriorhospitalpart06 Dm,clinical nostalgic personal,,clinical nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorhospitalpart07_dm,Zombiebreakwallexteriorhospitalpart07 Dm,clinical nostalgic personal,,clinical nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorhospitalpart08_dm,Zombiebreakwallexteriorhospitalpart08 Dm,clinical nostalgic personal,,clinical nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorhospitalpart09_dm,Zombiebreakwallexteriorhospitalpart09 Dm,clinical nostalgic personal,,clinical nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorpart04_dm,Zombiebreakwallexteriorpart04 Dm,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallexteriorpart06_dm,Zombiebreakwallexteriorpart06 Dm,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallinterior01_brick_dm_10,Zombiebreakwallinterior01 Brick Dm,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallinterior01_brick_dm_11,Zombiebreakwallinterior01 Brick Dm,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallinterior01_brick_dm_12,Zombiebreakwallinterior01 Brick Dm,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallinterior01_concrete_dm_part03,Zombiebreakwallinterior01 Concrete Dm Part,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
l4d2_props_unique_zombiebreakwallinterior01_concrete_dm_part04,Zombiebreakwallinterior01 Concrete Dm Part,nostalgic personal,,nostalgic personal,broad_appeal,broad_appeal,0.0000,0.5500
portal2_props_motel_aircon,Aircon,abandoned mundane public,,abandoned mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_armchair,Armchair,abandoned comforting domestic intimate mundane public,,abandoned comforting domestic intimate mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_bedsheet01,Bedsheet,abandoned intimate mundane public,,abandoned intimate mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_bedsheet02,Bedsheet,abandoned intimate mundane public,,abandoned intimate mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_bedsheet03,Bedsheet,abandoned intimate mundane public,,abandoned intimate mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_bedsheet04,Bedsheet,abandoned intimate mundane public,,abandoned intimate mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_bedsheet05,Bedsheet,abandoned intimate mundane public,,abandoned intimate mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_bedsheet06,Bedsheet,abandoned intimate mundane public,,abandoned intimate mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_bedsheet07,Bedsheet,abandoned intimate mundane public,,abandoned intimate mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_bedside_table,Bedside Table,abandoned domestic intimate mundane public,,abandoned domestic intimate mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_clock_radio01,Clock Radio,abandoned intimate mundane nostalgic personal public,,abandoned intimate mundane nostalgic personal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_closet_curtain01,Closet Curtain,abandoned intimate liminal mundane public,,abandoned intimate liminal mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_fridge,Fridge,abandoned domestic mundane public,,abandoned domestic mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_microwave,Microwave,abandoned domestic mundane public,,abandoned domestic mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_pink_tablelamp,Pink Tablelamp,abandoned comforting domestic intimate mundane public,,abandoned comforting domestic intimate mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_rotating_picture,Rotating Picture,abandoned mundane nostalgic personal public,,abandoned mundane nostalgic personal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_small_chair,Small Chair,abandoned domestic mundane public,,abandoned domestic mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_smoke_detector01,Smoke Detector,abandoned mundane public,,abandoned mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_tall_round_table,Tall Round Table,abandoned domestic mundane public,,abandoned domestic mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_telephone,Telephone,abandoned mundane personal public,,abandoned mundane personal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_trimdesk_wall,Trimdesk Wall,abandoned domestic mundane public,,abandoned domestic mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_tv,Tv,abandoned mundane nostalgic public,,abandoned mundane nostalgic public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_tvscreen01,Tvscreen,abandoned mundane nostalgic public,,abandoned mundane nostalgic public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_motel_wall_lamp,Wall Lamp,abandoned comforting intimate mundane public,,abandoned comforting intimate mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
portal2_props_downtown_light01_32,Light01,mundane public,,mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
css_props_trainstation_bench_indoor001a,Bench Indoor,institutional liminal public,,institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
css_props_trainstation_trackends01,Trackends,institutional liminal public,,institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
css_props_trainstation_tracklight01,Tracklight,institutional liminal public,,institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
css_props_trainstation_trainstation_post001,Trainstation Post,institutional liminal public,,institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
css_props_trainstation_trashcan_indoor001a,Trashcan Indoor,abandoned institutional liminal public,,abandoned institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_bench_indoor001a,Bench Indoor,institutional liminal public,,institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_column_light001b,Column Light,institutional liminal public,,institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_mount_connection001a,Mount Connection,institutional liminal public,,institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_payphone001a,Payphone,institutional liminal mundane personal public,,institutional liminal mundane personal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_payphone_reciever001a,Payphone Reciever,institutional liminal mundane personal public,,institutional liminal mundane personal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_trackends01,Trackends,institutional liminal public,,institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_tracklight01,Tracklight,institutional liminal public,,institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_tracksign01,Tracksign,institutional liminal mundane public,,institutional liminal mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_tracksign02,Tracksign,institutional liminal mundane public,,institutional liminal mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_tracksign08,Tracksign,institutional liminal mundane public,,institutional liminal mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_tracksign09,Tracksign,institutional liminal mundane public,,institutional liminal mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_tracksign10,Tracksign,institutional liminal mundane public,,institutional liminal mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_trainstation_clock001,Trainstation Clock,institutional liminal mundane personal public,,institutional liminal mundane personal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_trainstation_ornament002,Trainstation Ornament,institutional liminal public,,institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_trainstation_post001,Trainstation Post,institutional liminal public,,institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_trashcan_indoor001a,Trashcan Indoor,abandoned institutional liminal public,,abandoned institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_trashcan_indoor001b,Trashcan Indoor,abandoned institutional liminal public,,abandoned institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_wrecked_train_panel_01,Wrecked Train Panel,abandoned comforting decayed institutional liminal mundane public,,abandoned comforting decayed institutional liminal mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_wrecked_train_panel_02,Wrecked Train Panel,abandoned comforting decayed institutional liminal mundane public,,abandoned comforting decayed institutional liminal mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_wrecked_train_panel_03,Wrecked Train Panel,abandoned comforting decayed institutional liminal mundane public,,abandoned comforting decayed institutional liminal mundane public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_wrecked_train_rack_01,Wrecked Train Rack,abandoned decayed institutional liminal public,,abandoned decayed institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
hl2_props_trainstation_wrecked_train_rack_02,Wrecked Train Rack,abandoned decayed institutional liminal public,,abandoned decayed institutional liminal public,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
tf2_props_diner_burger,Burger,comforting mundane nostalgic,,comforting mundane nostalgic,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
tf2_props_diner_chair,Chair,comforting domestic mundane nostalgic,,comforting domestic mundane nostalgic,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
tf2_props_diner_hotdog,Hotdog,comforting mundane nostalgic,,comforting mundane nostalgic,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
tf2_props_diner_milkshake,Milkshake,comforting mundane nostalgic,,comforting mundane nostalgic,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
tf2_props_diner_napkinholder,Napkinholder,comforting mundane nostalgic,,comforting mundane nostalgic,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
tf2_props_diner_saltshaker,Saltshaker,comforting mundane nostalgic,,comforting mundane nostalgic,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
tf2_props_diner_sauce_bottle,Sauce Bottle,comforting mundane nostalgic,,comforting mundane nostalgic,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
tf2_props_diner_stool,Stool,comforting mundane nostalgic,,comforting mundane nostalgic,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
tf2_props_diner_table,Table,comforting domestic mundane nostalgic,,comforting domestic mundane nostalgic,conversion_ready marketable,conversion_ready marketable,0.0000,1.0000
